id,date,category,country,city,site,gps_position_lat,gps_position_long,maritime location,stand,type,circuit,gas,duration(min),depth(m)
210P,2019-06-03,Professional,France,Cavalaire-sur-Mer,Pointe du Castellas,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,75,47
211P,2019-06-04,Professional,France,Cavalaire-sur-Mer,Épave,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,47,"27,1"
212P,2019-06-04,Professional,France,Cavalaire-sur-Mer,Les Ancres,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,20,36
213P,2019-06-04,Professional,France,Cavalaire-sur-Mer,,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,20,16
214P,2019-06-05,Professional,France,Cavalaire-sur-Mer,,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 10/51,70,"25,2"
215P,2019-06-05,Professional,France,Saint-Tropez,Pampelonne,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,80,56
216P,2019-06-06,Professional,France,Saint-Tropez,Émissaire 2,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,47,30
217P,2019-06-06,Professional,France,Saint-Tropez,Émissaire 1,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/52,26,24
218P,2019-06-07,Professional,France,Fréjus,,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/51,49,38
219P,2019-06-07,Professional,France,Fréjus,Le Banc des Vieilles,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/51,77,68
220P,2019-06-08,Professional,France,Fréjus,Esterel,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/51,97,71
221P,2019-06-08,Professional,France,Golfe-Juan,La pointe du dragon,,,Mediterranean sea,Boat,Scientific,Closed circuit rebreather,Trimix 11/51,85,75
